id,hotel_name,address,city,country,registration_date,latest_booking,total_bookings,registration_id
756,Beatty Inc,0002 Hudson Crossing,Florianópolis,BR,2021-08-13,2022-02-25,204,691257212834
757,Bogan-Schinner,39979 Talisman Parkway,Porto Alegre,BR,2021-08-14,2021-10-23,215,184517959445
758,"Bernhard, Hickle and Moore",93148 Forest Run Court,Brasilia,BR,2021-08-14,2022-02-23,504,685189020825
759,"Vandervort, Bednar and Stehr",03913 Mosinee Hill,Santos,BR,2021-08-14,2021-12-13,174,346457704603
760,Ratke and Sons,3207 Briar Crest Road,Fortaleza,BR,2021-08-14,2021-10-13,391,934618938229
761,Hayes-Huel,4 High Crossing Alley,Santos,BR,2021-08-15,2021-12-18,594,157662952313
762,Strosin and Sons,4 Clemons Plaza,Porto Alegre,BR,2021-08-15,2022-06-02,278,233337090692
763,Rogahn LLC,24 5th Park,Santos,BR,2021-08-15,2022-06-13,754,321290523853
764,Stiedemann Inc,72620 Meadow Valley Park,Porto Alegre,BR,2021-08-15,2021-11-09,706,307154006348
765,Upton and Sons,9360 Hauk Junction,Rio de Janeiro,BR,2021-08-15,2022-01-17,312,216242435439
766,Ritchie and Sons,4266 Vahlen Park,São Paulo,BR,2021-08-16,2021-12-25,180,831892891985
767,Graham-O'Hara,2 Ridgeway Road,Florianópolis,BR,2021-08-16,2022-05-31,487,262377744117
768,Veum LLC,342 Shasta Lane,Fortaleza,BR,2021-08-16,2022-04-23,750,195224736100
769,Cronin Inc,3 Toban Junction,Brasilia,BR,2021-08-16,2021-10-10,800,771893837516
770,"Windler, Homenick and Maggio",60 Barby Avenue,Rio de Janeiro,BR,2021-08-16,2021-11-27,467,185567840600
771,Cole-Schmidt,4 Moulton Park,Brasilia,BR,2021-08-16,2022-02-10,598,534584448872
772,Balistreri-Muller,16 Esch Point,Fortaleza,BR,2021-08-17,2021-09-29,277,230965219206
773,Ernser-Dare,237 Cambridge Circle,Porto Alegre,BR,2021-08-17,2022-03-14,172,947637813342
774,Fisher Group,4 Green Point,São Paulo,BR,2021-08-18,2022-01-06,308,759732523945
775,Jacobson-Dooley,5305 Spenser Street,Santos,BR,2021-08-19,2022-03-25,646,665063829749
776,"Tillman, Hansen and Tillman",348 Corscot Plaza,Santos,BR,2021-08-19,2022-04-29,283,891137558771
777,Bartoletti Inc,99 Schlimgen Center,São Paulo,BR,2021-08-19,2021-12-03,618,528764150094
778,Reynolds and Sons,4549 Starling Point,Florianópolis,BR,2021-08-20,2022-01-04,378,322933298318
779,"Jakubowski, Keebler and Schmidt",2 Sauthoff Alley,Santos,BR,2021-08-20,2021-10-04,129,671084801822
780,"Hammes, O'Kon and Blick",51835 Eagan Trail,Fortaleza,BR,2021-08-20,2022-01-18,724,368105923557
781,"Hermiston, Dietrich and Lang",703 Sundown Street,Santos,BR,2021-08-20,2022-02-21,738,241263859453
782,Hilpert-Emmerich,84144 Orin Parkway,Porto Alegre,BR,2021-08-20,2021-12-25,494,808319939383
783,"Lang, Beahan and Rippin",83 Claremont Center,Brasilia,BR,2021-08-20,2022-04-23,149,877080841116
784,"Torphy, Hansen and Osinski",39036 Weeping Birch Park,Porto Alegre,BR,2021-08-20,2022-02-15,241,545712712534
785,"Bogan, Wilkinson and Bradtke",93 American Junction,Brasilia,BR,2021-08-20,2021-12-30,114,193944767410
786,Kertzmann Inc,0991 Dwight Road,São Paulo,BR,2021-08-21,2021-12-11,501,747363584195
787,Maggio-Friesen,24222 Merrick Park,Florianópolis,BR,2021-08-21,2021-12-20,290,820665719293
788,"Jacobs, O'Hara and Skiles",9135 Blaine Pass,Florianópolis,BR,2021-08-21,2022-01-08,258,848478941902
789,Fritsch Inc,8 Lighthouse Bay Pass,Fortaleza,BR,2021-08-21,2022-02-09,396,856651367860
790,Ritchie LLC,9 Mockingbird Road,Brasilia,BR,2021-08-22,2021-10-09,700,204344998361
791,Koelpin Group,4691 Ramsey Avenue,Santos,BR,2021-08-22,2021-10-02,501,303268998419
792,Waters and Sons,629 Fallview Point,Fortaleza,BR,2021-08-22,2022-05-27,197,893439201140
793,Hintz-Wilderman,8793 Kensington Center,Santos,BR,2021-08-23,2022-06-19,84,873822726597
794,"Kozey, Spencer and Denesik",31 Eastlawn Parkway,Fortaleza,BR,2021-08-23,2022-01-26,8,898904439811
795,Reinger-Miller,416 Hoepker Drive,Santos,BR,2021-08-24,2022-02-26,391,506797235165
796,Armstrong-Wehner,3345 Aberg Crossing,Fortaleza,BR,2021-08-24,2022-06-04,691,227782387737
797,"Kulas, Kovacek and Pacocha",919 Shelley Place,Fortaleza,BR,2021-08-24,2022-04-26,366,800858039969
798,Armstrong-Mante,5 Grayhawk Place,Brasilia,BR,2021-08-25,2021-12-12,342,881418669981
799,Kertzmann LLC,61880 Rowland Drive,Fortaleza,BR,2021-08-25,2022-03-13,18,604794229572
800,Cruickshank and Sons,53 Muir Center,Santos,BR,2021-08-25,2021-12-07,502,749127002155
801,Bauch-Waters,67528 Merry Junction,Fortaleza,BR,2021-08-26,2022-03-20,761,336374239948
802,Pfeffer-Harber,11 Sunfield Avenue,Fortaleza,BR,2021-08-26,2021-11-13,746,191135136519
803,Mayert-Lubowitz,35864 Farragut Lane,Fortaleza,BR,2021-08-26,2021-12-20,369,557770316911
804,"Huel, Hansen and Hauck",23664 Commercial Junction,Florianópolis,BR,2021-08-26,2021-11-07,593,534838010346
805,"Donnelly, Koch and Bartell",4071 Manley Way,Porto Alegre,BR,2021-08-27,2021-10-13,240,844108853704
806,"Lubowitz, Rowe and Schultz",7502 Warner Lane,Santos,BR,2021-08-27,2022-05-17,203,600639565337
807,"Ondricka, Torp and Larson",98 Northfield Terrace,São Paulo,BR,2021-08-27,2022-02-06,639,426893001885
808,Hegmann-Doyle,573 Marquette Crossing,Santos,BR,2021-08-28,2022-04-04,487,527520440242
809,Stark-Hilll,56 Victoria Alley,Florianópolis,BR,2021-08-28,2022-05-16,377,443906769516
810,Ebert Inc,03361 Hovde Lane,Santos,BR,2021-08-30,2022-05-16,762,793356722335
811,"Bahringer, Spencer and Runolfsson",2 Morning Parkway,São Paulo,BR,2021-08-30,2022-01-04,400,437125754698
812,"Kuphal, Mraz and Altenwerth",91 Starling Trail,Rio de Janeiro,BR,2021-08-30,2022-03-09,86,706187246945
813,"Wiza, Champlin and Kutch",5077 Paget Avenue,Fortaleza,BR,2021-08-30,2022-06-03,543,760411697252
814,Nikolaus-Huels,2 Sachs Alley,São Paulo,BR,2021-08-31,2021-10-17,641,656056842625
815,Fisher-Hegmann,2008 Barnett Point,Porto Alegre,BR,2021-08-31,2022-04-30,482,550223959649
816,Simonis Group,9327 Fairfield Road,Rio de Janeiro,BR,2021-08-31,2022-02-14,289,868414145820
817,Becker LLC,911 Warner Alley,São Paulo,BR,2021-08-31,2021-12-23,797,152663496176
818,"Daniel, Kutch and Braun",63 Charing Cross Lane,Porto Alegre,BR,2021-08-31,2022-01-26,682,321633502659
819,Zieme Group,39786 Leroy Hill,São Paulo,BR,2021-08-31,2022-05-07,572,396814304908
820,Fadel-Jenkins,765 Delladonna Lane,Rio de Janeiro,BR,2021-09-01,2022-06-29,482,843556250035
821,Reinger-Willms,646 Mandrake Parkway,São Paulo,BR,2021-09-01,2022-04-29,35,469046188007
822,Gaylord LLC,56092 Northfield Terrace,Fortaleza,BR,2021-09-01,2022-05-07,593,577897847543
823,Kreiger and Sons,07 Cody Street,Fortaleza,BR,2021-09-02,2021-12-15,359,787029498362
824,"Lang, McLaughlin and Schoen",04292 Maple Wood Plaza,Fortaleza,BR,2021-09-02,2022-04-08,80,153107069481
825,Boyle Inc,00 Monica Center,Florianópolis,BR,2021-09-02,2022-01-16,798,707720693215
826,"Abshire, Marquardt and Oberbrunner",0446 Park Meadow Road,Porto Alegre,BR,2021-09-02,2022-01-10,218,479703271148
827,"Jast, Kozey and Batz",627 Starling Street,Florianópolis,BR,2021-09-02,2022-02-15,417,711052040732
828,Sauer-Homenick,34 Warbler Avenue,Rio de Janeiro,BR,2021-09-03,2022-05-13,345,475333333701
829,"Davis, Schulist and Hilll",66629 Garrison Hill,Brasilia,BR,2021-09-03,2022-06-17,19,757207391499
830,Kulas-Mosciski,3 Sullivan Lane,Santos,BR,2021-09-04,2022-05-30,237,176633996464
831,Towne Group,8108 Sheridan Lane,Santos,BR,2021-09-04,2022-06-07,727,223239709249
832,Bernier and Sons,456 Pond Avenue,Rio de Janeiro,BR,2021-09-06,2022-02-26,201,256484461992
833,Schuppe LLC,6 Shopko Place,Florianópolis,BR,2021-09-07,2022-01-09,272,735719039077
834,Lemke Inc,6569 Farragut Park,Florianópolis,BR,2021-09-07,2021-10-29,487,529975343237
835,"Huels, Stehr and Farrell",07 Roxbury Terrace,Rio de Janeiro,BR,2021-09-07,2022-05-03,355,569454229738
836,Torp-Koelpin,6 Delaware Terrace,Florianópolis,BR,2021-09-08,2021-11-25,772,355089911561
837,Bednar-Romaguera,2344 Golf Course Street,Rio de Janeiro,BR,2021-09-08,2021-11-10,788,850201846644
838,Stracke and Sons,984 Mallard Court,Florianópolis,BR,2021-09-08,2022-05-20,787,293885296130
839,McClure Group,914 Sherman Court,São Paulo,BR,2021-09-08,2022-05-09,24,568247731812
840,"Murphy, Johnson and Koelpin",208 Londonderry Street,Porto Alegre,BR,2021-09-08,2022-03-22,771,510968997607
841,"Becker, Roberts and Schowalter",2964 New Castle Crossing,Fortaleza,BR,2021-09-08,2022-04-01,28,193560328961
842,Kassulke LLC,024 Pankratz Terrace,Brasilia,BR,2021-09-09,2022-06-08,410,177540532912
843,Ratke-Mills,2 Monica Hill,Brasilia,BR,2021-09-09,2022-02-07,205,509732099032
844,Altenwerth-Quigley,253 Memorial Pass,Fortaleza,BR,2021-09-10,2022-02-01,239,920508661035
845,Erdman-Kutch,5 Canary Center,Santos,BR,2021-09-10,2022-02-03,373,909587462619
846,"Howe, Kautzer and Wyman",5474 Prairie Rose Lane,Florianópolis,BR,2021-09-10,2022-01-10,182,636322714502
847,Borer Inc,06 Fremont Park,Florianópolis,BR,2021-09-10,2021-12-05,502,711599834952
848,Crooks Group,468 Debs Avenue,Rio de Janeiro,BR,2021-09-11,2021-12-20,716,667881829299
849,"Thiel, Mraz and Champlin",96 Jenna Lane,Brasilia,BR,2021-09-12,2022-04-29,550,266608289106
850,"Gerhold, Lubowitz and Keebler",6 Heath Point,Brasilia,BR,2021-09-12,2022-06-25,696,275210350153
851,Jones Inc,16 Raven Point,São Paulo,BR,2021-09-12,2022-01-01,794,247832046861
852,Schmitt-Shanahan,48 Homewood Street,Porto Alegre,BR,2021-09-13,2022-04-14,12,867996249775
853,Johnston Inc,6006 Elmside Circle,Porto Alegre,BR,2021-09-13,2022-06-18,787,937600388556
854,Simonis LLC,071 Utah Drive,Rio de Janeiro,BR,2021-09-13,2022-04-03,282,241210726089
855,"Yundt, Crist and Christiansen",7553 Coolidge Circle,Brasilia,BR,2021-09-14,2022-05-02,781,169286853268
856,Hyatt Inc,846 Manufacturers Pass,Fortaleza,BR,2021-09-14,2022-04-08,645,185513605039
857,Pollich Group,72 Fordem Trail,Rio de Janeiro,BR,2021-09-14,2022-06-16,529,171427656240
858,Veum Inc,723 Sundown Court,Brasilia,BR,2021-09-15,2021-10-29,29,875833646223
859,Little-Cummings,284 Sundown Way,Fortaleza,BR,2021-09-15,2021-11-23,143,609121733623
860,Sporer-Walker,2970 Stephen Street,Rio de Janeiro,BR,2021-09-16,2022-07-14,484,750573329827
861,Larkin-Williamson,53 Tennessee Hill,Porto Alegre,BR,2021-09-16,2021-12-06,579,333666090345
862,Reinger-Hayes,208 Spenser Avenue,Brasilia,BR,2021-09-17,2022-03-05,369,618615728992
863,Romaguera and Sons,1 Shopko Point,São Paulo,BR,2021-09-17,2021-10-29,109,799693416170
864,Lubowitz and Sons,18 Novick Crossing,Brasilia,BR,2021-09-18,2022-06-20,248,580501124497
865,"Vandervort, Ebert and Nicolas",67 Dawn Park,São Paulo,BR,2021-09-18,2021-12-17,357,247239786541
866,"Miller, Koch and Zboncak",011 Main Junction,Florianópolis,BR,2021-09-18,2022-03-12,649,363456997099
867,Padberg-Goyette,78124 Jackson Avenue,Brasilia,BR,2021-09-18,2022-05-09,638,926072706700
868,Brekke-Shanahan,52708 Harbort Road,Brasilia,BR,2021-09-19,2021-12-30,83,620409055801
869,Graham-Sporer,909 Leroy Court,Rio de Janeiro,BR,2021-09-19,2021-12-01,122,191972374553
870,Okuneva Inc,415 Hallows Center,Porto Alegre,BR,2021-09-20,2022-04-01,738,664087932948
871,Daugherty-Gerhold,137 Sundown Park,Rio de Janeiro,BR,2021-09-20,2022-01-21,351,202793724468
872,"Schiller, Ryan and Krajcik",8 Dryden Court,Fortaleza,BR,2021-09-20,2022-06-11,101,850544820543
873,Morar-Smith,0 Melvin Road,Florianópolis,BR,2021-09-20,2021-11-16,123,418531528704
874,"Pagac, Schneider and Watsica",25 Hoffman Circle,Santos,BR,2021-09-21,2022-04-26,541,845731953822
875,Stehr Inc,01 Tennyson Avenue,Fortaleza,BR,2021-09-21,2021-12-18,588,756857046023
876,"Hettinger, Leuschke and Jerde",6186 Shopko Center,Rio de Janeiro,BR,2021-09-21,2021-11-25,406,863929568328
877,"Crooks, Beer and Kuphal",5 Thompson Avenue,Brasilia,BR,2021-09-22,2022-01-23,623,174866790933
878,Cronin Group,88 Northwestern Junction,Florianópolis,BR,2021-09-22,2022-02-27,463,295330274770
879,McKenzie-Bogan,54466 Crescent Oaks Alley,Porto Alegre,BR,2021-09-23,2022-05-09,782,869594612062
880,O'Connell LLC,6 Elgar Parkway,Rio de Janeiro,BR,2021-09-24,2022-07-04,454,619340898980
881,"Champlin, Larkin and Mohr",96855 Lake View Place,Florianópolis,BR,2021-09-24,2022-03-02,717,892052649930
882,Russel LLC,773 Starling Trail,Florianópolis,BR,2021-09-25,2022-03-04,607,462163996109
883,Hilpert-Kreiger,87 Mandrake Street,Santos,BR,2021-09-26,2022-05-16,468,777956951206
884,McDermott-Harvey,07157 Elmside Way,Santos,BR,2021-09-26,2022-03-07,439,220544799534
885,Jaskolski Group,9622 Rusk Crossing,Florianópolis,BR,2021-09-26,2022-06-11,416,421096725309
886,Pacocha Group,97 Hoard Parkway,Fortaleza,BR,2021-09-26,2021-11-16,583,432114342376
887,Jacobson-Keebler,7 Milwaukee Drive,Fortaleza,BR,2021-09-26,2022-05-07,401,533844653695
888,DuBuque-Bogisich,49287 Kipling Street,Florianópolis,BR,2021-09-26,2021-12-08,464,245426550990
889,"Schneider, Rohan and Koelpin",07348 Hollow Ridge Circle,São Paulo,BR,2021-09-26,2022-07-13,775,543850803673
890,Franecki-Sporer,7666 Monterey Court,Rio de Janeiro,BR,2021-09-26,2022-02-17,562,382644433703
891,"Klocko, Hermann and Lemke",86 Lien Place,Santos,BR,2021-09-26,2022-03-11,221,652869157211
892,Cummings LLC,1054 Vidon Drive,Rio de Janeiro,BR,2021-09-27,2022-02-14,27,855736857387
893,"Miller, Larson and Koch",151 Becker Drive,Florianópolis,BR,2021-09-27,2022-03-06,682,210464896978
894,Little LLC,1 Riverside Lane,Rio de Janeiro,BR,2021-09-28,2022-06-15,554,257764720721
895,Stehr-Hayes,08 John Wall Court,São Paulo,BR,2021-09-28,2022-05-23,320,152262950079
896,Ortiz LLC,46130 Lukken Plaza,Florianópolis,BR,2021-09-28,2022-07-16,226,193392862767
897,"Reinger, Hermann and Powlowski",833 Old Gate Road,Santos,BR,2021-09-28,2022-05-27,735,945601729612
898,McKenzie Group,77619 Jana Junction,Brasilia,BR,2021-09-28,2021-11-13,437,398500794403
899,Lehner Inc,8 Holy Cross Plaza,Florianópolis,BR,2021-09-29,2022-02-04,551,466474261876
900,Pacocha Group,88115 Gateway Circle,Brasilia,BR,2021-09-29,2021-12-22,426,432114342376
901,"Graham, Wisoky and Kiehn",8852 Mcguire Way,São Paulo,BR,2021-09-30,2022-03-03,125,398816533513
902,Cronin-Casper,3990 Sachs Lane,Brasilia,BR,2021-09-30,2021-12-26,67,527453951902
903,Cormier LLC,7123 Northport Park,Rio de Janeiro,BR,2021-10-01,2022-05-29,115,692292262643
904,Bergstrom-Mosciski,94111 Vermont Alley,São Paulo,BR,2021-10-01,2022-03-11,150,869395543315
905,"Christiansen, Leuschke and Heller",1 Badeau Street,Fortaleza,BR,2021-10-02,2022-03-03,298,156601456060
906,Bartell-Hilpert,634 Portage Point,Porto Alegre,BR,2021-10-03,2021-11-25,795,867756360232
907,"Ortiz, Hills and Fadel",39914 Longview Junction,Porto Alegre,BR,2021-10-03,2021-11-08,370,682567996056
908,Morar-Hahn,6 Bluejay Court,Rio de Janeiro,BR,2021-10-03,2022-01-14,162,718278430181
909,"Williamson, Larson and Feil",8811 Kim Junction,Rio de Janeiro,BR,2021-10-03,2022-05-16,657,460154035325
910,Jacobs LLC,4696 Independence Plaza,Fortaleza,BR,2021-10-03,2022-04-29,52,860193583236
911,Waters Inc,33995 International Point,Santos,BR,2021-10-03,2022-05-30,675,341806839946
912,"Crooks, Gutkowski and Beier",52 Forest Dale Plaza,Fortaleza,BR,2021-10-04,2022-07-27,409,647014196647
913,"Weissnat, Treutel and Kessler",994 Pine View Parkway,Rio de Janeiro,BR,2021-10-04,2022-02-03,9,347163753044
914,Rempel Inc,011 Lillian Pass,São Paulo,BR,2021-10-04,2022-07-21,686,253637456013
915,"Fritsch, Leannon and Weissnat",90768 Anzinger Road,Brasilia,BR,2021-10-05,2021-11-26,788,478781300349
916,"Wolf, Carroll and Hoeger",366 Maple Wood Avenue,São Paulo,BR,2021-10-05,2022-07-27,408,764298573412
917,Mann Group,304 Milwaukee Road,São Paulo,BR,2021-10-07,2021-12-29,498,489475283323
918,Carter-Mayert,74 Bartelt Parkway,Florianópolis,BR,2021-10-07,2021-12-26,441,281757491874
919,Padberg-Runte,232 Montana Avenue,Brasilia,BR,2021-10-07,2022-02-28,54,426633673126
920,Powlowski Inc,90 Colorado Center,Brasilia,BR,2021-10-07,2021-12-04,736,548735264610
921,Wuckert-Daniel,21199 Memorial Point,São Paulo,BR,2021-10-07,2021-12-17,470,917376619251
922,"Zieme, Weimann and Rice",459 Darwin Way,São Paulo,BR,2021-10-07,2022-02-25,33,309474573476
923,Dooley-Mosciski,8 Sauthoff Hill,Rio de Janeiro,BR,2021-10-08,2022-06-29,218,500493876236
924,"Haag, Mertz and Schuppe",52520 Stuart Pass,Rio de Janeiro,BR,2021-10-08,2022-01-06,274,375648404650
925,Wilderman and Sons,5 Hagan Road,Santos,BR,2021-10-08,2022-07-15,640,712077902635
926,"D'Amore, Gislason and Jacobson",9861 Carpenter Alley,Porto Alegre,BR,2021-10-08,2021-12-12,440,338739700046
927,Cronin-Lind,464 Bellgrove Parkway,Florianópolis,BR,2021-10-09,2022-08-06,748,904193223904
928,Nolan-Greenholt,274 Dixon Trail,São Paulo,BR,2021-10-10,2022-02-18,701,367551589052
929,Ward and Sons,3 Sherman Drive,Porto Alegre,BR,2021-10-10,2022-02-17,219,222358045791
930,"Prohaska, Rosenbaum and Rodriguez",226 Porter Pass,Rio de Janeiro,BR,2021-10-10,2022-02-12,553,250458220163
931,Christiansen-O'Reilly,68616 Meadow Valley Junction,Florianópolis,BR,2021-10-10,2022-04-23,776,229539659806
932,Stark LLC,74 Waxwing Court,Santos,BR,2021-10-11,2021-12-31,414,917954800714
933,Quigley-Ratke,3 Sachs Alley,Brasilia,BR,2021-10-11,2021-12-29,25,789989541680
934,Gusikowski Group,3484 Hagan Alley,Florianópolis,BR,2021-10-11,2022-05-12,329,471627681735
935,"Abbott, Miller and O'Reilly",89098 Maryland Court,Porto Alegre,BR,2021-10-11,2021-11-19,309,602418579263
936,Mayert Inc,3 Packers Terrace,Rio de Janeiro,BR,2021-10-11,2022-04-22,34,203273381670
937,"Hegmann, Steuber and Fisher",2485 Luster Crossing,Fortaleza,BR,2021-10-12,2022-01-17,217,690748034020
938,"DuBuque, Spencer and Parker",946 Forster Alley,Rio de Janeiro,BR,2021-10-12,2022-04-22,64,518858715117
939,"Nikolaus, Lubowitz and Gusikowski",33 Vera Crossing,Fortaleza,BR,2021-10-12,2021-11-23,298,844282485100
940,"Yost, Dickens and Considine",822 Utah Point,Fortaleza,BR,2021-10-12,2022-03-19,210,929109926076
941,Wehner-Casper,13 Rigney Avenue,Santos,BR,2021-10-12,2022-04-18,639,611694648454
942,"Harris, Hackett and Marquardt",2641 Shopko Pass,Florianópolis,BR,2021-10-13,2021-12-26,53,251107322442
943,Emmerich LLC,00 Summit Pass,Fortaleza,BR,2021-10-13,2022-07-24,793,881590858582
944,Flatley-Boehm,15014 Morrow Pass,Porto Alegre,BR,2021-10-13,2021-12-25,413,782584086963
945,Hudson-Green,570 Dakota Hill,Fortaleza,BR,2021-10-14,2022-02-27,669,839865128437
946,Nitzsche and Sons,978 Meadow Vale Plaza,São Paulo,BR,2021-10-14,2022-05-19,229,716798536334
947,Grant-Barton,06738 Dovetail Place,Fortaleza,BR,2021-10-14,2022-04-30,85,760273675548
948,Reinger-Emmerich,5609 Knutson Hill,Rio de Janeiro,BR,2021-10-14,2022-04-11,779,467254030868
949,"Hermiston, Wyman and Kerluke",3662 High Crossing Pass,Rio de Janeiro,BR,2021-10-15,2022-01-16,186,765772664075
950,Daniel-Hartmann,28 Spaight Alley,Santos,BR,2021-10-15,2022-06-30,492,807094224811
951,Veum-Feest,8 Blackbird Park,Rio de Janeiro,BR,2021-10-15,2022-04-29,77,187215115136
952,Mraz LLC,15395 Sutherland Place,Santos,BR,2021-10-15,2022-08-12,273,798648368453
953,Nienow-Bashirian,87998 Schmedeman Circle,Brasilia,BR,2021-10-16,2022-04-01,606,177502467165
954,McLaughlin-Buckridge,06920 Farragut Avenue,Brasilia,BR,2021-10-16,2022-03-31,365,332253866179
955,Gusikowski-Murazik,2 Summer Ridge Way,Brasilia,BR,2021-10-16,2022-02-25,385,348723677880
956,"Daugherty, Carroll and Bartell",8 Dovetail Center,Brasilia,BR,2021-10-16,2022-06-25,59,163569972150
957,Mayert-Emard,4717 John Wall Crossing,São Paulo,BR,2021-10-16,2022-07-23,749,949962424113
958,Olson Inc,25419 Prentice Park,São Paulo,BR,2021-10-16,2022-01-01,455,873530783831
959,"Ritchie, Lemke and Sauer",88 Northland Crossing,Porto Alegre,BR,2021-10-16,2022-03-25,573,782554319045
960,Stoltenberg LLC,19760 Havey Circle,Brasilia,BR,2021-10-17,2022-05-08,326,835631065754
961,Lakin-Deckow,3 International Alley,São Paulo,BR,2021-10-17,2022-07-25,786,685615092540
962,Lang and Sons,7 Lakeland Avenue,São Paulo,BR,2021-10-17,2022-08-04,51,576759731941
963,"Waelchi, Koch and Doyle",0 Russell Plaza,Florianópolis,BR,2021-10-17,2022-08-11,622,637801547372
964,"Fadel, Walsh and Schuppe",60 Mayfield Alley,Brasilia,BR,2021-10-18,2022-05-04,361,395050453638
965,Dooley-Krajcik,90 Mendota Plaza,Rio de Janeiro,BR,2021-10-18,2022-03-20,28,356058723843
966,"Rath, D'Amore and Dietrich",51045 Maywood Drive,Florianópolis,BR,2021-10-18,2021-12-09,609,472540350830
967,"Little, Torphy and Senger",90 Clyde Gallagher Plaza,Santos,BR,2021-10-18,2022-06-28,505,182527350483
968,Sauer-Schmeler,719 Bellgrove Hill,Brasilia,BR,2021-10-18,2021-12-03,502,682537807444
969,Olson-Hartmann,09 Russell Place,São Paulo,BR,2021-10-18,2022-01-23,229,430042520858
970,"Hauck, Willms and Rice",0 Golf View Circle,Brasilia,BR,2021-10-18,2022-02-15,635,842650357436
971,Pfeffer-Rosenbaum,6351 Esker Point,Santos,BR,2021-10-18,2021-11-20,471,393930417283
972,Herzog-Barrows,6537 Aberg Point,Porto Alegre,BR,2021-10-19,2022-03-10,441,290476072703
973,Lowe and Sons,644 Schlimgen Junction,Porto Alegre,BR,2021-10-19,2021-11-30,751,705205724665
974,Upton-Buckridge,7 4th Court,Fortaleza,BR,2021-10-19,2022-05-22,754,220657981029
975,Herzog Inc,813 Superior Way,Florianópolis,BR,2021-10-19,2022-03-04,141,822696088922
976,Larkin-Davis,67 Park Meadow Junction,Florianópolis,BR,2021-10-20,2022-08-09,443,494197176501
977,"Wuckert, Waelchi and Pagac",3 Macpherson Alley,Santos,BR,2021-10-21,2022-03-07,252,856886041807
978,Crooks-Mosciski,0766 Lake View Place,Santos,BR,2021-10-21,2022-06-05,393,699026498228
979,"Hudson, Mills and Friesen",3623 Sundown Hill,Florianópolis,BR,2021-10-21,2022-03-30,389,623307408236
980,Gibson-O'Connell,77 Thompson Crossing,Santos,BR,2021-10-21,2022-02-28,108,822309419057
981,"Reichert, Mills and Jerde",4926 Marcy Plaza,Brasilia,BR,2021-10-22,2022-04-18,494,742483313515
982,Hamill LLC,653 4th Park,Brasilia,BR,2021-10-22,2022-02-09,715,402186636190
983,Mraz and Sons,2662 4th Park,Brasilia,BR,2021-10-22,2022-08-14,605,452912060334
984,Bode LLC,389 Barby Street,Rio de Janeiro,BR,2021-10-22,2022-08-13,351,299655136394
985,Lockman Inc,9953 Stang Lane,Porto Alegre,BR,2021-10-23,2022-01-25,242,583792760883
986,"Berge, Harris and Buckridge",9 Dryden Lane,Brasilia,BR,2021-10-23,2022-03-03,189,486713179785
987,"Little, Langworth and Waters",432 Aberg Parkway,São Paulo,BR,2021-10-23,2022-04-20,171,695583972783
988,Homenick-Doyle,4489 Spohn Terrace,Rio de Janeiro,BR,2021-10-23,2022-02-27,350,822952060569
989,Jenkins and Sons,387 Sommers Pass,Rio de Janeiro,BR,2021-10-23,2022-02-20,646,494137841314
990,Block-Franecki,322 Hintze Circle,São Paulo,BR,2021-10-24,2022-08-11,778,541268942907
991,Gerhold LLC,369 Quincy Hill,Rio de Janeiro,BR,2021-10-24,2022-05-09,560,541309607767
992,DuBuque and Sons,04756 Dahle Crossing,Fortaleza,BR,2021-10-24,2022-01-19,191,154218601749
993,Skiles Group,3 Monica Avenue,Santos,BR,2021-10-25,2022-02-28,68,802189180394
994,Hermiston-Ankunding,550 Melrose Pass,São Paulo,BR,2021-10-25,2022-02-11,782,194029714341
995,"Orn, Kautzer and Langosh",49 Rowland Pass,Rio de Janeiro,BR,2021-10-25,2022-01-08,390,292008771570
996,Bergnaum and Sons,634 Forest Run Lane,São Paulo,BR,2021-10-25,2022-07-20,707,700197662608
997,Fay Group,31 Randy Drive,Brasilia,BR,2021-10-26,2021-12-03,56,627052315631
998,"Schamberger, Kunze and Auer",27447 Onsgard Pass,Porto Alegre,BR,2021-10-27,2021-12-24,577,842968029830
999,"Harvey, Bode and Von",625 Steensland Lane,Fortaleza,BR,2021-10-27,2022-07-01,627,663948454242
1000,Morissette Group,5875 Colorado Court,Rio de Janeiro,BR,2021-10-27,2022-03-14,195,322499363295
1001,Hudson-DuBuque,08103 Glendale Hill,São Paulo,BR,2021-10-27,2022-01-25,142,377460528747
1002,Morar and Sons,694 Merchant Place,Rio de Janeiro,BR,2021-10-27,2022-03-11,712,679321934364
1003,"Emmerich, Jakubowski and Hills",8 Bashford Terrace,Brasilia,BR,2021-10-27,2022-08-18,721,745814175754
1004,"Hermann, Olson and Parisian",700 Emmet Hill,Brasilia,BR,2021-10-27,2022-08-26,235,821039999066
1005,"Stoltenberg, Heidenreich and Luettgen",69966 Comanche Way,Rio de Janeiro,BR,2021-10-27,2022-05-15,284,417637570873
1006,"Ebert, O'Kon and Okuneva",12 Northridge Circle,Fortaleza,BR,2021-10-27,2022-08-23,41,608339567661
1007,Muller-Corwin,753 Northridge Junction,São Paulo,BR,2021-10-28,2022-01-17,514,229801841891
1008,Maggio Group,47820 Graceland Plaza,Brasilia,BR,2021-10-28,2021-11-29,335,572699758983
